DATE(MODE),DATE(MEAN),AUTHOR,PATH
2016-02-16,2016-05-24,msarett,intel/filter_sse2_intrinsics.c
2016-06-29,2016-07-22,jbowler,contrib/conftest/pngcp.dfa
2016-06-29,2016-09-08,jbowler,contrib/tools/pngcp.c
2016-08-29,2016-08-29,Mandar.Sahastrabuddhe,contrib/mips-msa/README
2016-08-29,2018-12-20,Mandar.Sahastrabuddhe,contrib/mips-msa/linux.c
2016-08-29,2019-04-22,Mandar.Sahastrabuddhe,mips/mips_init.c
2016-08-30,2016-09-18,Mandar.Sahastrabuddhe,mips/filter_msa_intrinsics.c
2017-01-15,2017-01-17,neverscaired,contrib/powerpc-vsx/linux.c
2017-01-15,2017-01-25,neverscaired,powerpc/powerpc_init.c
2017-01-15,2017-02-05,neverscaired,powerpc/filter_vsx_intrinsics.c
2017-01-31,2017-02-18,neverscaired,contrib/powerpc-vsx/linux_aux.c
2017-02-02,2017-02-06,neverscaired,contrib/powerpc-vsx/README
2017-08-22,2017-10-23,glennrp,contrib/oss-fuzz/libpng_read_fuzzer.cc
2017-08-23,2017-08-23,glennrp,contrib/oss-fuzz/libpng_read_fuzzer.options
2017-08-23,2017-08-23,glennrp,contrib/oss-fuzz/png.dict
2017-08-23,2017-08-28,glennrp,contrib/oss-fuzz/README.txt
2017-08-23,2017-10-12,glennrp,contrib/oss-fuzz/build.sh
2017-09-08,2017-09-12,glennrp,contrib/oss-fuzz/Dockerfile
2017-09-30,2017-09-30,glennrp,contrib/pngsuite/interlaced/README
2018-01-26,2018-06-19,Richard.Townsend,arm/palette_neon_intrinsics.c
2018-03-07,2018-03-07,glennrp,contrib/pngsuite/bad_interlace_conversions.txt
2018-07-16,2012-11-25,ctruta,libpngpf.3
2018-07-16,2018-07-18,ctruta,depcomp
2018-07-16,2018-07-23,ctruta,missing
2018-07-16,2018-07-23,ctruta,scripts/autoconf/ltoptions.m4
2018-07-16,2018-07-28,ctruta,scripts/autoconf/ltsugar.m4
2018-07-16,2018-07-29,ctruta,compile
2018-07-16,2018-08-05,ctruta,scripts/autoconf/libtool.m4
2018-07-16,2018-08-16,ctruta,scripts/autoconf/lt~obsolete.m4
2018-07-16,2018-09-24,ctruta,aclocal.m4
2018-07-16,2018-09-28,ctruta,ltmain.sh
2018-07-16,2018-11-12,ctruta,test-driver
2018-07-16,2018-12-26,ctruta,install-sh
2018-07-16,2019-01-04,ctruta,Makefile.in
2018-07-16,2019-08-10,ctruta,configure
2018-07-16,2019-09-03,ctruta,config.h.in
2018-07-16,2019-09-30,ctruta,scripts/autoconf/ltversion.m4
2018-07-16,2020-09-09,ctruta,config.guess
2018-07-29,2016-09-21,ctruta,TODO
2018-07-30,2016-06-07,ctruta,projects/vstudio/README.txt
2018-11-06,2010-11-25,glennrp,LICENSE
2018-11-06,2018-11-06,ctruta,TRADEMARK
2018-11-06,2020-05-05,ctruta,AUTHORS
2018-11-26,2005-08-18,glennrp,example.c
2019-01-21,2019-07-27,ctruta,scripts/makefile.clang
2019-01-24,2019-02-03,willem,contrib/pngminus/Makefile
2019-01-24,2019-03-25,willem,contrib/pngminus/LICENSE.txt
2019-01-24,2019-10-09,willem,contrib/pngminus/CHANGES.txt
2020-03-29,2021-03-04,ctruta,.appveyor.yml
2020-03-29,2021-08-01,ctruta,.travis.yml
2020-12-31,2021-09-06,ctruta,.gitignore
2021-10-28,2015-02-25,glennrp,projects/vstudio/vstudio.sln
2021-10-28,2021-10-28,gabor.kertesz,scripts/makefile.vcwin-arm64
2022-09-06,2021-03-12,ctruta,config.sub
2022-09-15,2022-10-09,ctruta,scripts/makefile.emcc
2022-09-15,2023-03-20,ctruta,ci/ci_verify_configure.sh
2022-09-19,2012-03-04,glennrp,scripts/makefile.freebsd
2022-11-28,2013-05-28,ctruta,README
2023-07-03,2023-09-06,ctruta,.yamllint.yml
2023-07-04,2023-09-24,ctruta,ci/lib/ci.lib.sh
2024-01-06,2023-04-07,ctruta,contrib/pngminus/CMakeLists.txt
2024-01-06,2024-01-06,ctruta,contrib/pngminus/.gitignore
2024-01-08,2024-01-08,guxiwei-hf,mips/filter_mmi_inline_assembly.c
2024-01-08,2024-01-08,jinbo,loongarch/filter_lsx_intrinsics.c
2024-01-08,2024-01-08,jinbo,loongarch/loongarch_lsx_init.c
2024-01-08,2024-01-09,guxiwei-hf,contrib/mips-mmi/linux.c
2024-01-19,2023-10-16,jbowler,tests/pngtest-all
2024-01-23,2024-01-23,ctruta,ci/LICENSE_MIT.txt
2024-01-23,2024-01-23,ctruta,scripts/autoconf/README.md
2024-01-23,2024-01-23,ctruta,scripts/cmake/README.md
2024-01-23,2024-01-28,ctruta,scripts/cmake/AUTHORS.md
2024-01-31,2024-02-02,ctruta,loongarch/.editorconfig
2024-01-31,2024-02-02,ctruta,powerpc/.editorconfig
2024-01-31,2024-02-03,ctruta,contrib/.editorconfig
2024-01-31,2024-02-05,ctruta,projects/.editorconfig
2024-01-31,2024-02-07,ctruta,.editorconfig
2024-02-02,2024-02-02,jbowler,contrib/conftest/basic.dfa
2024-02-09,2023-12-05,ctruta,ci/.shellcheckrc
2024-02-09,2024-02-09,ctruta,ci/ci_shellify.sh
2024-02-09,2024-02-10,ctruta,ci/ci_lint.sh
2024-02-10,2024-02-10,ctruta,ci/ci_verify_version.sh
2024-02-12,2023-05-06,ctruta,ci/ci_verify_cmake.sh
2024-02-12,2023-06-03,ctruta,ci/ci_verify_makefiles.sh
2024-02-16,2024-02-16,ctruta,.github/workflows/lint.yml
2024-02-16,2024-02-16,ctruta,contrib/visupng/.editorconfig
2024-02-16,2024-02-16,ctruta,mips/.editorconfig
2024-02-21,2016-05-08,glennrp,configure.ac
2024-02-22,2024-02-22,ctruta,contrib/pngexif/.editorconfig
2024-02-22,2024-02-22,ctruta,contrib/pngexif/.gitignore
2024-02-22,2024-02-22,ctruta,contrib/pngexif/LICENSE_MIT.txt
2024-02-22,2024-02-22,ctruta,contrib/pngexif/README.md
2024-02-22,2024-02-22,ctruta,contrib/pngexif/bytepack.py
2024-02-22,2024-02-22,ctruta,contrib/pngexif/exifinfo.py
2024-02-22,2024-02-22,ctruta,contrib/pngexif/pngexifinfo
2024-02-22,2024-02-22,ctruta,contrib/pngexif/pngexifinfo.bat
2024-02-22,2024-02-22,ctruta,contrib/pngexif/pngexifinfo.py
2024-02-23,2019-09-21,ctruta,ANNOUNCE
